title,location,price,bedrooms,bathrooms,link
4 Bed Townhouse with Garage at Road C,"off Mombasa road, Road C, Mombasa Road","KSh 28,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-mombasa-road-3489751
5 Bed Townhouse with Gym at Loresho,"Loresho, Hill View, Westlands","KSh 120,000,000",5,7,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-hill-view-3522097
3 Bed House with Garage at Eden Ville 1,"Eden Ville 1, Kiambu Road","KSh 25,500,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3475783
3 Bed House with Garage at Kilimani,"kilimani, Kilimani","KSh 23,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kilimani-7-3439787
4 Bed Villa with Swimming Pool at Apple Cross,"Apple Cross, Lavington","KSh 110,000,000",4,6,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3525043
3 Bed Townhouse with Garage in South C,"Near Bandari Villas, South C","KSh 27,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-south-c-3479667
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 55,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3451312
7 Bed House with Garage at Kerarapon Drive,"Kerarapon Drive, Karen","KSh 35,000,000",7,7,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-karen-3527760
4 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 36,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3467112
6 Bed House with Garage in Kitisuru,"Kitisuru, Westlands","KSh 125,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kitisuru-3501526
4 Bed House with Garage at Karen,Karen,"KSh 85,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3557322
5 Bed House with Swimming Pool at Rusinga Court,"Rusinga Court, Lavington","KSh 500,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3538358
5 Bed House with En Suite in Karen,Karen,"KSh 110,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3403673
5 Bed House with Garage in Karen,Karen,"KSh 105,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3522252
5 Bed House with Garage in Langata,Langata,"KSh 20,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-langata-3-3488311
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,"KSh 28,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3561234
4 Bed House with Swimming Pool at Bogani Park,"Bogani Park, Karen","KSh 88,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3-3447491
5 Bed House with Gym in Loresho,"Loresho, Westlands","KSh 108,500,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-loresho-1-3459282
4 Bed House with Garage in Runda,"Runda, Westlands","KSh 90,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3560307
5 Bed House with Garage in Runda,"Runda, Westlands","KSh 140,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3509434
4 Bed House with En Suite in South C,South C,"KSh 19,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-3463576
4 Bed Townhouse in Lavington,Lavington,"KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3448220
5 Bed House with Swimming Pool at Three D Lane,"Three D Lane, Karen","KSh 97,500,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3-3413098
5 Bed House with Gym in Runda,"Runda, Westlands","KSh 300,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3523679
5 Bed Townhouse with Aircon in Lavington,Lavington,"KSh 100,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3527730
4 Bed House with Garage at Lower Kabete Rd,"Lower Kabete Rd, Lower Kabete, Westlands","KSh 125,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lower-kabete-3500725
4 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 29,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3478036
5 Bed House with Garage in Runda,"Runda, Westlands","KSh 82,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3548226
4 Bed House with Gym in Lavington,Lavington,"KSh 48,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-lavington-10-3433801
5 Bed House with Gym in Loresho,"Loresho, Westlands","KSh 102,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-loresho-3519991
5 Bed House with Balcony in Karen,Karen,"KSh 95,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3559747
3 Bed Townhouse with Garage at Kiambu Road,Kiambu Road,"KSh 18,500,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3546463
5 Bed Villa with Gym in Spring Valley,"Spring Valley, Westlands","KSh 100,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-spring-valley-3520014
5 Bed House with Garage in Runda,"Runda, Westlands","KSh 70,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3553409
4 Bed Townhouse with Garage in Kileleshwa,Kileleshwa,"KSh 20,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3558191
5 Bed Townhouse with Balcony at Lower Kabete,"Lower Kabete, Westlands","KSh 110,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lower-kabete-3-3428940
6 Bed House at Savanna Estate,"Savanna estate, Donholm","KSh 22,000,000",6,,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-donholm-3555248
4 Bed Townhouse with Garage in Westlands Area,"Westlands Area, Westlands","KSh 32,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3558699
4 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 36,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3560457
4 Bed House with Garage at Athi River,"Athi River, Mombasa Road","KSh 12,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-mombasa-road-3556853
4 Bed House with Garage in Langata,Langata,"KSh 26,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-langata-3519856
3 Bed Villa with Garage at Edenville,"EDENVILLE, Kiambu Road","KSh 25,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kiambu-road-3528904
5 Bed Townhouse with Garage in Kileleshwa,Kileleshwa,"KSh 55,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kileleshwa-3559233
5 Bed Townhouse with Garage at Runda,"runda, Runda, Westlands","KSh 650,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3540980
5 Bed House with Balcony in Kileleshwa,Kileleshwa,"KSh 270,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kileleshwa-3508841
5 Bed Townhouse with Garage in Kahawa,"Kamiti Road, Kahawa, Roysambu","KSh 32,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kahawa-3521459
5 Bed House with Garage at Kibagare Valley,"Kibagare Valley, Kyuna, Westlands","KSh 120,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kyuna-3486606
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3503923
4 Bed House in Komarock,Komarock,"KSh 12,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-komarock-3458062
4 Bed Townhouse with Balcony in Runda,"Runda, Westlands","KSh 27,450,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-3434390
5 Bed House with Garage in Kitisuru,"Kitisuru, Westlands","KSh 88,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3-3479320
5 Bed Villa with Gym in Loresho,"Loresho, Westlands","KSh 105,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-loresho-3513138
4 Bed House with Garage at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road","KSh 30,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3465029
3 Bed House with Garage at Gituamba Lane,"Gituamba Lane, Kyuna, Westlands","KSh 70,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kyuna-3504127
4 Bed Townhouse with Garage in Lower Kabete,"Lower Kabete, Westlands","KSh 49,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lower-kabete-3499488
5 Bed House with Garage in Karen,Karen,"KSh 90,000,000",5,4,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3469886
6 Bed House with Gym in Kyuna,"kyuna, Kyuna, Westlands","KSh 350,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-kyuna-3519650
7 Bed House in Runda,"Runda, Westlands","KSh 130,000,000",7,5,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3403500
4 Bed House with Garage in Westlands Area,"Westlands Area, Westlands","KSh 40,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-westlands-area-3557768
4 Bed Townhouse with Swimming Pool in Loresho,"Loresho, Westlands","KSh 45,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3513985
5 Bed House with Balcony at Karen,Karen,"KSh 80,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-3560085
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3479997
3 Bed House with Garage in Imara Daima,Imara Daima,"KSh 11,000,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-imara-daima-3550720
4 Bed Villa with Balcony in Windsor,"Windsor, Roysambu","KSh 59,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-windsor-3461523
3 Bed House with Garage in Buruburu,Buruburu,"KSh 7,500,000",3,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-buruburu-3494304
3 Bed Townhouse with Gym in Kiambu Road,Kiambu Road,"KSh 34,000,000",3,4,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3516823
4 Bed House with Balcony at Karen,Karen,"KSh 70,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3559708
5 Bed House with Balcony in Lavington,Lavington,"KSh 115,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-lavington-3443404
5 Bed Townhouse with Aircon at Hatheru Road,"Hatheru road, Lavington","KSh 55,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3537744
5 Bed Villa with Gym in Spring Valley,"Spring Valley, Westlands","KSh 170,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-spring-valley-1-3467420
4 Bed Townhouse with Garage in Kitisuru,"Kitisuru, Westlands","KSh 60,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-6-3437645
5 Bed Townhouse with Gym in Lavington,Lavington,"KSh 80,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-7-3433214
4 Bed Townhouse with Gym at Shanzu Road,"Shanzu road, Spring Valley, Westlands","KSh 90,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-spring-valley-3520383
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 58,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-19-3468734
4 Bed House with En Suite in Kiambu Road,Kiambu Road,"KSh 32,000,000",4,2,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-5-3448211
5 Bed House with Swimming Pool in Runda,"Runda, Westlands","KSh 200,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3553658
4 Bed House at Mushroom Gardens,"Mushroom Gardens, Kiambu Road","KSh 185,000,000",4,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3477035
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands","KSh 150,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lower-kabete-3539053
4 Bed Townhouse with Gym in Lavington,Lavington,"KSh 62,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3560015
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 185,000,000",5,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3480843
5 Bed Townhouse with Garage in Karen,Karen,"KSh 69,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3559767
5 Bed Townhouse with Gym in Lavington,Lavington,"KSh 60,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3468019
4 Bed House with Balcony in Karen,Karen,"KSh 67,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3405398
6 Bed Villa with Gym in Lavington,Lavington,"KSh 105,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3559268
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 85,000,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3518838
4 Bed House with Garage in Komarock,Komarock,"KSh 15,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-komarock-3508468
5 Bed House with Gym at Mimosa Drive,"67, Mimosa Drive, Runda, Westlands","KSh 195,000,000",5,7,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3558219
4 Bed House with Garage in Kiambu Road,"edenville, Kiambu Road","KSh 22,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3519706
6 Bed Villa with Gym at Lavington,Lavington,"KSh 110,000,000",6,8,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3542414
4 Bed Townhouse with Garage in Kiambu Road,Kiambu Road,"KSh 27,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kiambu-road-3560455
4 Bed Townhouse with Gym in Runda,"Runda, Westlands","KSh 55,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-6-3434422
5 Bed Villa with Swimming Pool in Runda,"Runda, Westlands","KSh 650,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3541007
5 Bed House with Garage at Camphor Road,"Nairobi, Camphor Road, Runda, Westlands","KSh 100,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3482432
7 Bed House with Garage in Karen,Karen,"KSh 90,000,000",7,9,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-karen-3462907
5 Bed House with Garage in Kitisuru,"Kitisuru, Westlands","KSh 110,000,000",5,7,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3511799
10 Bed House with Gym in Karen,Karen,"KSh 100,000,000",10,9,https://www.buyrentkenya.com/listings/10-bedroom-house-for-sale-karen-3509181
4 Bed House with Gym at Summerfield,"Summerfield, Kiambu Road","KSh 37,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3471235
5 Bed Villa with Gym in Karen,Karen,"KSh 80,000,000",5,7,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3490003
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 79,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3527924
4 Bed Townhouse with Garage in Loresho,"Loresho, Westlands","KSh 118,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3549400
4 Bed Townhouse with Garage in Thika Road,Thika Road,"KSh 16,500,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-thika-road-3506917
4 Bed Townhouse with Garage in Lavington,Lavington,"KSh 55,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3557645
5 Bed Villa in Karen,Karen,"KSh 99,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-2-3420086
5 Bed Villa with Gym at Near Karen Country Club,"Near Karen Country club, Karen","KSh 95,000,000",5,7,https://www.buyrentkenya.com/listings/furnished-5-bedroom-villa-for-sale-karen-3549859
4 Bed House with Swimming Pool in Utawala,Utawala,"KSh 10,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-utawala-3520877
4 Bed House at Two Rivers Mall,"Two Rivers Mall, Runda, Westlands","KSh 40,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3429255
6 Bed House with Garage in Rosslyn,"Rosslyn, Westlands","KSh 90,000,000",6,6,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-rosslyn-3471900
6 Bed House with Gym at Bogani Rd,"Bogani Rd, Karen","KSh 87,000,000",6,4,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-karen-3543006
3 Bed House in Kiambu Road,Kiambu Road,"KSh 20,295,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3468037
5 Bed Townhouse in Lavington,Lavington,"KSh 75,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3432832
4 Bed Townhouse with Gym in Karen,Karen,"KSh 75,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-karen-6-3433531
3 Bed Villa with Garden in Kahawa West,"Kahawa West, Roysambu","KSh 7,000,000",3,1,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kahawa-west-1-3458312
6 Bed House with Gym at Kyuna Road,"Kyuna road, Spring Valley, Westlands","KSh 300,000,000",6,7,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-spring-valley-3558391
5 Bed Villa with Gym at James Gichuru Road,"James Gichuru road, Lavington","KSh 73,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3549627
3 Bed House with Garage in Kiambu Road,Kiambu Road,"KSh 21,800,000",3,2,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kiambu-road-3530396
5 Bed Townhouse in Lavington,Lavington,"KSh 85,000,000",5,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3482875
3 Bed Townhouse with Garage in Kitisuru,"Kitisuru, Westlands","KSh 46,000,000",3,3,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kitisuru-3543410
4 Bed House with Gym at Kangudo Road,"187, Kangudo road, Joska, Kamulu Joska Malaa","KSh 7,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-joska-3559074
4 Bed Townhouse with Garage at Savanna Road,"Savanna road, Donholm","KSh 14,000,000",4,3,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-donholm-3485552
4 Bed Townhouse with Swimming Pool at Garden Estate,"Garden estate, Garden Estate, Roysambu","KSh 49,900,000",4,5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-garden-estate-3514526
2 Bed House with Garage in Ngong Road,Ngong Road,"KSh 10,000,000",2,1,https://www.buyrentkenya.com/listings/2-bedroom-house-for-sale-ngong-road-3495575
4 Bed House with Garage in Kitisuru,"Nairobi, Kitisuru, Westlands","KSh 110,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitisuru-3489130
5 Bed Townhouse with Garage in Lavington,Lavington,"KSh 68,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3533394
4 Bed Townhouse with Garage in Kileleshwa,Kileleshwa,"KSh 45,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3561323
5 Bed House with Aircon at Kibagare Way,"445, Kibagare Way, Loresho, Westlands","KSh 97,000,000",5,7,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-loresho-3546249
4 Bed Townhouse with Garage in Westlands Area,"Westlands Area, Westlands","KSh 45,000,000",4,4,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-westlands-area-3556176
5 Bed Townhouse with Garage in Karen,Karen,"KSh 160,000,000",5,5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3560823
5 Bed Villa with Garage in Lower Kabete,"Lower Kabete, Westlands","KSh 100,000,000",5,6,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lower-kabete-3533231
